"","YearEnd","LocationDesc","Question","Data_Value","Age(years)"
"11254",2020,"Indiana","Percent of adults who engage in no leisure-time physical activity",25.6,"45 - 54"
"11255",2020,"Ohio","Percent of adults aged 18 years and older who have an overweight classification",25.4,"18 - 24"
"11256",2020,"Nebraska","Percent of adults aged 18 years and older who have an overweight classification",35.9,"45 - 54"
"11257",2020,"District of Columbia","Percent of adults aged 18 years and older who have an overweight classification",34.7,"45 - 54"
"11258",2020,"Illinois","Percent of adults aged 18 years and older who have an overweight classification",30.5,"18 - 24"
"11259",2020,"Alabama","Percent of adults who engage in no leisure-time physical activity",22.5,"25 - 34"
"11260",2020,"Rhode Island","Percent of adults aged 18 years and older who have obesity",33.4,"35 - 44"
"11261",2020,"Mississippi","Percent of adults aged 18 years and older who have an overweight classification",30.4,"45 - 54"
"11262",2020,"Massachusetts","Percent of adults aged 18 years and older who have obesity",28.9,"35 - 44"
"11263",2020,"Arkansas","Percent of adults who engage in no leisure-time physical activity",27,"35 - 44"
"11264",2020,"Massachusetts","Percent of adults aged 18 years and older who have obesity",26.1,"45 - 54"
"11265",2020,"Kansas","Percent of adults who engage in no leisure-time physical activity",24.3,"55 - 64"
"11266",2020,"Missouri","Percent of adults who engage in no leisure-time physical activity",17.4,"18 - 24"
"11267",2020,"Idaho","Percent of adults aged 18 years and older who have an overweight classification",33.5,"25 - 34"
"11268",2020,"North Dakota","Percent of adults who engage in no leisure-time physical activity",14.7,"18 - 24"
"11269",2020,"Maine","Percent of adults aged 18 years and older who have an overweight classification",40.5,"65 or older"
"11270",2020,"Alaska","Percent of adults who engage in no leisure-time physical activity",17.4,"25 - 34"
"11271",2020,"Michigan","Percent of adults who engage in no leisure-time physical activity",19.1,"35 - 44"
"11272",2020,"Delaware","Percent of adults who engage in no leisure-time physical activity",17.5,"18 - 24"
"11273",2020,"National","Percent of adults aged 18 years and older who have an overweight classification",36.2,"45 - 54"
"11274",2020,"Mississippi","Percent of adults aged 18 years and older who have obesity",49,"45 - 54"
"11275",2020,"Montana","Percent of adults aged 18 years and older who have obesity",14.3,"18 - 24"
"11276",2020,"North Carolina","Percent of adults aged 18 years and older who have an overweight classification",39.3,"65 or older"
"11277",2020,"Kentucky","Percent of adults aged 18 years and older who have an overweight classification",34.2,"55 - 64"
"11278",2020,"Wyoming","Percent of adults aged 18 years and older who have an overweight classification",40.3,"55 - 64"
"11279",2020,"District of Columbia","Percent of adults who engage in no leisure-time physical activity",27.1,"65 or older"
"11280",2020,"Mississippi","Percent of adults aged 18 years and older who have an overweight classification",34.6,"25 - 34"
"11281",2020,"New Hampshire","Percent of adults who engage in no leisure-time physical activity",18.4,"45 - 54"
"11282",2020,"Maine","Percent of adults aged 18 years and older who have an overweight classification",31.8,"35 - 44"
"11283",2020,"Rhode Island","Percent of adults who engage in no leisure-time physical activity",20.1,"35 - 44"
"11284",2020,"Vermont","Percent of adults aged 18 years and older who have obesity",15.2,"18 - 24"
"11285",2020,"Illinois","Percent of adults who engage in no leisure-time physical activity",19,"35 - 44"
"11286",2020,"Massachusetts","Percent of adults who engage in no leisure-time physical activity",14.4,"25 - 34"
"11287",2020,"Delaware","Percent of adults aged 18 years and older who have an overweight classification",35.2,"65 or older"
"11288",2020,"West Virginia","Percent of adults aged 18 years and older who have obesity",40.3,"25 - 34"
"11289",2020,"Vermont","Percent of adults who engage in no leisure-time physical activity",18.3,"45 - 54"
"11290",2020,"Wyoming","Percent of adults who engage in no leisure-time physical activity",9.9,"18 - 24"
"11291",2020,"Georgia","Percent of adults aged 18 years and older who have obesity",32.1,"25 - 34"
"11292",2020,"National","Percent of adults who engage in no leisure-time physical activity",23.5,"45 - 54"
"11293",2020,"Michigan","Percent of adults aged 18 years and older who have an overweight classification",34.2,"35 - 44"
"11294",2020,"Delaware","Percent of adults aged 18 years and older who have an overweight classification",23.6,"18 - 24"
"11295",2020,"Idaho","Percent of adults aged 18 years and older who have obesity",33.3,"55 - 64"
"11296",2020,"Hawaii","Percent of adults who engage in no leisure-time physical activity",15.4,"25 - 34"
"11297",2020,"Hawaii","Percent of adults who engage in no leisure-time physical activity",14.8,"18 - 24"
"11298",2020,"Arizona","Percent of adults aged 18 years and older who have an overweight classification",38.4,"35 - 44"
"11299",2020,"Kansas","Percent of adults aged 18 years and older who have an overweight classification",34.2,"55 - 64"
"11300",2020,"District of Columbia","Percent of adults aged 18 years and older who have obesity",24.2,"65 or older"
"11301",2020,"Kentucky","Percent of adults who engage in no leisure-time physical activity",39,"55 - 64"
"11302",2020,"Arizona","Percent of adults who engage in no leisure-time physical activity",18.2,"25 - 34"
"11303",2020,"Colorado","Percent of adults aged 18 years and older who have an overweight classification",30.7,"25 - 34"
"11304",2020,"Oregon","Percent of adults aged 18 years and older who have obesity",13.9,"18 - 24"
"11305",2020,"South Dakota","Percent of adults aged 18 years and older who have obesity",35.5,"35 - 44"
"11306",2020,"Utah","Percent of adults who engage in no leisure-time physical activity",8.5,"18 - 24"
"11307",2020,"Maryland","Percent of adults aged 18 years and older who have an overweight classification",37.8,"35 - 44"
"11308",2020,"Georgia","Percent of adults aged 18 years and older who have an overweight classification",33.3,"45 - 54"
"11309",2020,"Pennsylvania","Percent of adults aged 18 years and older who have an overweight classification",33.8,"35 - 44"
"11310",2020,"Massachusetts","Percent of adults aged 18 years and older who have an overweight classification",36.1,"35 - 44"
"11311",2020,"Ohio","Percent of adults aged 18 years and older who have obesity",39.8,"35 - 44"
"11312",2020,"Connecticut","Percent of adults aged 18 years and older who have an overweight classification",23.2,"18 - 24"
"11313",2020,"Tennessee","Percent of adults aged 18 years and older who have obesity",40.4,"35 - 44"
"11314",2020,"Oklahoma","Percent of adults who engage in no leisure-time physical activity",35.6,"55 - 64"
"11315",2020,"Illinois","Percent of adults aged 18 years and older who have an overweight classification",35.2,"55 - 64"
"11316",2020,"Virginia","Percent of adults aged 18 years and older who have an overweight classification",37.1,"45 - 54"
"11317",2020,"Wisconsin","Percent of adults aged 18 years and older who have obesity",28.3,"25 - 34"
"11318",2020,"Tennessee","Percent of adults who engage in no leisure-time physical activity",14.6,"25 - 34"
"11319",2020,"New Hampshire","Percent of adults aged 18 years and older who have obesity",32.3,"25 - 34"
"11320",2020,"Nevada","Percent of adults aged 18 years and older who have an overweight classification",38.2,"65 or older"
"11321",2020,"Connecticut","Percent of adults aged 18 years and older who have obesity",34.2,"45 - 54"
"11322",2020,"Oklahoma","Percent of adults aged 18 years and older who have an overweight classification",34.4,"55 - 64"
"11323",2020,"South Dakota","Percent of adults who engage in no leisure-time physical activity",18.5,"35 - 44"
"11324",2020,"New Jersey","Percent of adults who engage in no leisure-time physical activity",17.1,"25 - 34"
"11325",2020,"Maine","Percent of adults aged 18 years and older who have obesity",27.4,"65 or older"
"11326",2020,"Kansas","Percent of adults aged 18 years and older who have obesity",39.9,"35 - 44"
"11327",2020,"Pennsylvania","Percent of adults aged 18 years and older who have obesity",29.4,"65 or older"
"11328",2020,"North Carolina","Percent of adults aged 18 years and older who have an overweight classification",34,"25 - 34"
"11329",2020,"Texas","Percent of adults aged 18 years and older who have an overweight classification",33.2,"45 - 54"
"11330",2020,"Ohio","Percent of adults aged 18 years and older who have an overweight classification",35.9,"55 - 64"
"11331",2020,"Colorado","Percent of adults aged 18 years and older who have obesity",26.6,"45 - 54"
"11332",2020,"Wyoming","Percent of adults who engage in no leisure-time physical activity",24,"55 - 64"
"11333",2020,"Minnesota","Percent of adults who engage in no leisure-time physical activity",16.7,"25 - 34"
"11334",2020,"Washington","Percent of adults who engage in no leisure-time physical activity",16.3,"45 - 54"
"11335",2020,"Alabama","Percent of adults aged 18 years and older who have an overweight classification",31.3,"35 - 44"
"11336",2020,"West Virginia","Percent of adults who engage in no leisure-time physical activity",34.6,"45 - 54"
"11337",2020,"Illinois","Percent of adults aged 18 years and older who have obesity",39.1,"55 - 64"
"11338",2020,"New Hampshire","Percent of adults aged 18 years and older who have obesity",33.8,"55 - 64"
"11339",2020,"Alaska","Percent of adults aged 18 years and older who have obesity",32.4,"35 - 44"
"11340",2020,"North Dakota","Percent of adults aged 18 years and older who have obesity",32.2,"25 - 34"
"11341",2020,"Pennsylvania","Percent of adults aged 18 years and older who have obesity",16.7,"18 - 24"
"11342",2020,"Vermont","Percent of adults aged 18 years and older who have an overweight classification",38,"65 or older"
"11343",2020,"Louisiana","Percent of adults aged 18 years and older who have obesity",25.8,"18 - 24"
"11344",2020,"Washington","Percent of adults aged 18 years and older who have an overweight classification",34.4,"25 - 34"
"11345",2020,"Tennessee","Percent of adults aged 18 years and older who have obesity",43.7,"55 - 64"
"11346",2020,"Rhode Island","Percent of adults aged 18 years and older who have an overweight classification",33.3,"35 - 44"
"11347",2020,"Hawaii","Percent of adults who engage in no leisure-time physical activity",25.8,"65 or older"
"11348",2020,"Alaska","Percent of adults aged 18 years and older who have an overweight classification",37.7,"35 - 44"
"11349",2020,"Colorado","Percent of adults aged 18 years and older who have obesity",26.6,"35 - 44"
"11350",2020,"Wisconsin","Percent of adults aged 18 years and older who have obesity",30.6,"65 or older"
"11351",2020,"California","Percent of adults aged 18 years and older who have obesity",32.4,"35 - 44"
"11352",2020,"California","Percent of adults aged 18 years and older who have an overweight classification",34.2,"35 - 44"
"11353",2020,"New York","Percent of adults aged 18 years and older who have obesity",25,"25 - 34"
"11354",2020,"Oregon","Percent of adults aged 18 years and older who have an overweight classification",41,"65 or older"
"11355",2020,"Nebraska","Percent of adults aged 18 years and older who have an overweight classification",27.2,"18 - 24"
"11356",2020,"Arkansas","Percent of adults aged 18 years and older who have obesity",42,"45 - 54"
"11357",2020,"Delaware","Percent of adults aged 18 years and older who have an overweight classification",34.6,"55 - 64"
"11358",2020,"Tennessee","Percent of adults aged 18 years and older who have an overweight classification",32.5,"35 - 44"
"11359",2020,"Vermont","Percent of adults aged 18 years and older who have an overweight classification",31.9,"18 - 24"
